trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
649205,08:38:00,08:38:00,155563,1,,,,1
649205,08:45:00,08:45:00,155642,2,,,,1
649205,08:53:00,08:53:00,155653,3,,,,1
649205,09:00:00,09:00:00,156720,4,,,,1
649205,09:20:00,09:20:00,155603,5,,,,1
649205,09:40:00,09:40:00,155580,6,,,,1
649205,09:50:00,09:50:00,155586,7,,,,1
649205,10:25:00,10:25:00,155576,8,,,,1
649205,10:38:00,10:38:00,155577,9,,,,1
649205,10:48:00,10:48:00,155562,10,,,,1
649205,11:17:00,11:17:00,156720,11,,,,1
649205,11:33:00,11:33:00,155598,12,,,,1
649205,11:43:00,11:43:00,155649,13,,,,1
649205,11:47:00,11:47:00,155652,14,,,,1
649205,11:55:00,11:55:00,155595,15,,,,1
649205,12:25:00,12:25:00,155584,16,,,,1
649206,08:38:00,08:38:00,155563,1,,,,1
649206,08:45:00,08:45:00,155642,2,,,,1
649206,08:53:00,08:53:00,155653,3,,,,1
649206,09:00:00,09:00:00,156720,4,,,,1
649206,09:20:00,09:20:00,155603,5,,,,1
649206,09:40:00,09:40:00,155580,6,,,,1
649206,09:50:00,09:50:00,155586,7,,,,1
649206,10:25:00,10:25:00,155576,8,,,,1
649206,10:38:00,10:38:00,155577,9,,,,1
649206,10:48:00,10:48:00,155562,10,,,,1
649206,11:17:00,11:17:00,156720,11,,,,1
649206,11:33:00,11:33:00,155598,12,,,,1
649206,11:43:00,11:43:00,155649,13,,,,1
649206,11:47:00,11:47:00,155652,14,,,,1
649206,11:55:00,11:55:00,155595,15,,,,1
649206,12:25:00,12:25:00,155584,16,,,,1
649207,05:03:00,05:03:00,155563,1,,,,1
649207,05:13:00,05:13:00,156720,2,,,,1
649207,05:15:00,05:15:00,155642,3,,,,1
649207,05:45:00,05:45:00,155577,4,,,,1
649207,05:55:00,05:55:00,155562,5,,,,1
649207,06:36:00,06:36:00,156720,6,,,,1
649207,06:38:00,06:38:00,155642,7,,,,1
649207,06:55:00,06:55:00,155644,8,,,,1
649207,07:02:00,07:02:00,155580,9,,,,1
649207,07:14:00,07:14:00,155632,10,,,,1
649207,07:23:00,07:23:00,155645,11,,,,1
649207,07:30:00,07:30:00,155643,12,,,,1
649207,07:40:00,07:40:00,155585,13,,,,1
649207,07:56:00,07:56:00,156720,14,,,,1
649207,08:00:00,08:00:00,155621,15,,,,1
649207,08:10:00,08:10:00,155584,16,,,,1
649204,08:38:00,08:38:00,155563,1,,,,1
649204,08:45:00,08:45:00,155642,2,,,,1
649204,08:53:00,08:53:00,155653,3,,,,1
649204,09:00:00,09:00:00,156720,4,,,,1
649204,09:20:00,09:20:00,155603,5,,,,1
649204,09:40:00,09:40:00,155580,6,,,,1
649204,09:50:00,09:50:00,155632,7,,,,1
649204,10:25:00,10:25:00,155576,8,,,,1
649204,10:38:00,10:38:00,155577,9,,,,1
649204,10:48:00,10:48:00,155562,10,,,,1
649204,11:17:00,11:17:00,156720,11,,,,1
649204,11:33:00,11:33:00,155598,12,,,,1
649204,11:43:00,11:43:00,155649,13,,,,1
649204,11:47:00,11:47:00,155652,14,,,,1
649204,11:55:00,11:55:00,155595,15,,,,1
649204,12:25:00,12:25:00,155584,16,,,,1
649201,05:03:00,05:03:00,155563,1,,,,1
649201,05:13:00,05:13:00,156720,2,,,,1
649201,05:15:00,05:15:00,155642,3,,,,1
649201,05:45:00,05:45:00,155577,4,,,,1
649201,05:55:00,05:55:00,155562,5,,,,1
649201,06:36:00,06:36:00,156720,6,,,,1
649201,06:38:00,06:38:00,155642,7,,,,1
649201,06:55:00,06:55:00,155644,8,,,,1
649201,07:02:00,07:02:00,155580,9,,,,1
649201,07:14:00,07:14:00,155632,10,,,,1
649201,07:22:00,07:22:00,155645,11,,,,1
649201,07:30:00,07:30:00,155643,12,,,,1
649201,07:45:00,07:45:00,155572,13,,,,1
649201,07:58:00,07:58:00,156720,14,,,,1
649201,08:00:00,08:00:00,155621,15,,,,1
649201,08:10:00,08:10:00,155584,16,,,,1
649274,04:22:00,04:22:00,155563,1,,,,1
649274,04:35:00,04:35:00,155573,2,,,,1
649274,04:40:00,04:40:00,155569,3,,,,1
649274,04:48:00,04:48:00,155570,4,,,,1
649274,04:55:00,04:55:00,155581,5,,,,1
649274,05:02:00,05:02:00,155580,6,,,,1
649274,05:14:00,05:14:00,155635,7,,,,1
649274,05:16:00,05:16:00,155624,8,,,,1
649274,05:19:00,05:19:00,155623,9,,,,1
649274,05:21:00,05:21:00,155636,10,,,,1
649274,05:26:00,05:26:00,155626,11,,,,1
649274,05:30:00,05:30:00,155638,12,,,,1
649274,05:34:00,05:34:00,155622,13,,,,1
649274,05:38:00,05:38:00,155654,14,,,,1
649274,05:50:00,05:50:00,155634,15,,,,1
649274,06:12:00,06:12:00,155657,16,,,,1
649274,06:30:00,06:30:00,155590,17,,,,1
649274,06:35:00,06:35:00,155639,18,,,,1
649274,07:12:00,07:12:00,155656,19,,,,1
649274,07:16:00,07:16:00,155555,20,,,,1
649274,07:22:00,07:22:00,155546,21,,,,1
649274,07:40:00,07:40:00,155585,22,,,,1
649274,07:52:00,07:52:00,155580,23,,,,1
649274,08:08:00,08:08:00,155562,24,,,,1
649274,08:45:00,08:45:00,155568,25,,,,1
649274,08:50:00,08:50:00,155551,26,,,,1
649274,09:00:00,09:00:00,155563,27,,,,1
649153,06:45:00,06:45:00,155584,1,,,,1
649153,07:05:00,07:05:00,155598,2,,,,1
649153,07:13:00,07:13:00,155650,3,,,,1
649153,07:15:00,07:15:00,156725,4,,,,1
649153,07:19:00,07:19:00,156721,5,,,,1
649153,07:24:00,07:24:00,155601,6,,,,1
649153,07:28:00,07:28:00,155646,7,,,,1
649153,07:33:00,07:33:00,155604,8,,,,1
649153,07:37:00,07:37:00,155595,9,,,,1
649153,07:40:00,07:40:00,155600,10,,,,1
649153,07:52:00,07:52:00,156721,11,,,,1
649154,11:45:00,11:45:00,155584,1,,,,1
649154,12:05:00,12:05:00,155598,2,,,,1
649154,12:13:00,12:13:00,155650,3,,,,1
649154,12:15:00,12:15:00,156725,4,,,,1
649154,12:19:00,12:19:00,156721,5,,,,1
649154,12:24:00,12:24:00,155601,6,,,,1
649154,12:28:00,12:28:00,155646,7,,,,1
649154,12:33:00,12:33:00,155604,8,,,,1
649154,12:37:00,12:37:00,155595,9,,,,1
649154,12:40:00,12:40:00,155600,10,,,,1
649154,12:52:00,12:52:00,156721,11,,,,1
649130,08:05:00,08:05:00,155598,1,,,,1
649130,08:13:00,08:13:00,155650,2,,,,1
649130,08:15:00,08:15:00,156725,3,,,,1
649130,08:19:00,08:19:00,156721,4,,,,1
649130,08:24:00,08:24:00,155601,5,,,,1
649130,08:28:00,08:28:00,155646,6,,,,1
649130,08:33:00,08:33:00,155604,7,,,,1
649130,08:37:00,08:37:00,155595,8,,,,1
649130,08:40:00,08:40:00,155600,9,,,,1
649130,08:52:00,08:52:00,156721,10,,,,1
649131,09:05:00,09:05:00,155598,1,,,,1
649131,09:13:00,09:13:00,155650,2,,,,1
649131,09:15:00,09:15:00,156725,3,,,,1
649131,09:19:00,09:19:00,156721,4,,,,1
649131,09:24:00,09:24:00,155601,5,,,,1
649131,09:28:00,09:28:00,155646,6,,,,1
649131,09:33:00,09:33:00,155604,7,,,,1
649131,09:37:00,09:37:00,155595,8,,,,1
649131,09:40:00,09:40:00,155600,9,,,,1
649131,09:52:00,09:52:00,156721,10,,,,1
649132,10:05:00,10:05:00,155598,1,,,,1
649132,10:13:00,10:13:00,155650,2,,,,1
649132,10:15:00,10:15:00,156725,3,,,,1
649132,10:19:00,10:19:00,156721,4,,,,1
649132,10:24:00,10:24:00,155601,5,,,,1
649132,10:28:00,10:28:00,155646,6,,,,1
649132,10:33:00,10:33:00,155604,7,,,,1
649132,10:37:00,10:37:00,155595,8,,,,1
649132,10:40:00,10:40:00,155600,9,,,,1
649132,10:52:00,10:52:00,156721,10,,,,1
649133,11:05:00,11:05:00,155598,1,,,,1
649133,11:13:00,11:13:00,155650,2,,,,1
649133,11:15:00,11:15:00,156725,3,,,,1
649133,11:19:00,11:19:00,156721,4,,,,1
649133,11:24:00,11:24:00,155601,5,,,,1
649133,11:28:00,11:28:00,155646,6,,,,1
649133,11:33:00,11:33:00,155604,7,,,,1
649133,11:37:00,11:37:00,155595,8,,,,1
649133,11:40:00,11:40:00,155600,9,,,,1
649133,11:52:00,11:52:00,156721,10,,,,1
649134,14:05:00,14:05:00,155598,1,,,,1
649134,14:13:00,14:13:00,155650,2,,,,1
649134,14:15:00,14:15:00,156725,3,,,,1
649134,14:19:00,14:19:00,156721,4,,,,1
649134,14:24:00,14:24:00,155601,5,,,,1
649134,14:28:00,14:28:00,155646,6,,,,1
649134,14:33:00,14:33:00,155604,7,,,,1
649134,14:37:00,14:37:00,155595,8,,,,1
649134,14:40:00,14:40:00,155600,9,,,,1
649134,14:52:00,14:52:00,156721,10,,,,1
649135,15:05:00,15:05:00,155598,1,,,,1
649135,15:13:00,15:13:00,155650,2,,,,1
649135,15:15:00,15:15:00,156725,3,,,,1
649135,15:19:00,15:19:00,156721,4,,,,1
649135,15:24:00,15:24:00,155601,5,,,,1
649135,15:28:00,15:28:00,155646,6,,,,1
649135,15:33:00,15:33:00,155604,7,,,,1
649135,15:37:00,15:37:00,155595,8,,,,1
649135,15:40:00,15:40:00,155600,9,,,,1
649135,15:52:00,15:52:00,156721,10,,,,1
649136,16:05:00,16:05:00,155598,1,,,,1
649136,16:13:00,16:13:00,155650,2,,,,1
649136,16:15:00,16:15:00,156725,3,,,,1
649136,16:19:00,16:19:00,156721,4,,,,1
649136,16:24:00,16:24:00,155601,5,,,,1
649136,16:28:00,16:28:00,155646,6,,,,1
649136,16:33:00,16:33:00,155604,7,,,,1
649136,16:37:00,16:37:00,155595,8,,,,1
649136,16:40:00,16:40:00,155600,9,,,,1
649136,16:52:00,16:52:00,156721,10,,,,1
649137,17:05:00,17:05:00,155598,1,,,,1
649137,17:13:00,17:13:00,155650,2,,,,1
649137,17:15:00,17:15:00,156725,3,,,,1
649137,17:19:00,17:19:00,156721,4,,,,1
649137,17:24:00,17:24:00,155601,5,,,,1
649137,17:28:00,17:28:00,155646,6,,,,1
649137,17:33:00,17:33:00,155604,7,,,,1
649137,17:37:00,17:37:00,155595,8,,,,1
649137,17:40:00,17:40:00,155600,9,,,,1
649137,17:52:00,17:52:00,156721,10,,,,1
649138,20:05:00,20:05:00,155598,1,,,,1
649138,20:13:00,20:13:00,155650,2,,,,1
649138,20:15:00,20:15:00,156725,3,,,,1
649138,20:19:00,20:19:00,156721,4,,,,1
649138,20:24:00,20:24:00,155601,5,,,,1
649138,20:28:00,20:28:00,155646,6,,,,1
649138,20:33:00,20:33:00,155604,7,,,,1
649138,20:37:00,20:37:00,155595,8,,,,1
649138,20:40:00,20:40:00,155600,9,,,,1
649138,20:52:00,20:52:00,156721,10,,,,1
649139,13:05:00,13:05:00,155598,1,,,,1
649139,13:13:00,13:13:00,155650,2,,,,1
649139,13:15:00,13:15:00,156725,3,,,,1
649139,13:19:00,13:19:00,156721,4,,,,1
649139,13:24:00,13:24:00,155601,5,,,,1
649139,13:28:00,13:28:00,155646,6,,,,1
649139,13:33:00,13:33:00,155604,7,,,,1
649139,13:37:00,13:37:00,155595,8,,,,1
649139,13:40:00,13:40:00,155600,9,,,,1
649139,13:52:00,13:52:00,156721,10,,,,1
649140,14:05:00,14:05:00,155598,1,,,,1
649140,14:13:00,14:13:00,155650,2,,,,1
649140,14:15:00,14:15:00,156725,3,,,,1
649140,14:19:00,14:19:00,156721,4,,,,1
649140,14:24:00,14:24:00,155601,5,,,,1
649140,14:28:00,14:28:00,155646,6,,,,1
649140,14:33:00,14:33:00,155604,7,,,,1
649140,14:37:00,14:37:00,155595,8,,,,1
649140,14:40:00,14:40:00,155600,9,,,,1
649140,14:52:00,14:52:00,156721,10,,,,1
649141,15:05:00,15:05:00,155598,1,,,,1
649141,15:13:00,15:13:00,155650,2,,,,1
649141,15:15:00,15:15:00,156725,3,,,,1
649141,15:19:00,15:19:00,156721,4,,,,1
649141,15:24:00,15:24:00,155601,5,,,,1
649141,15:28:00,15:28:00,155646,6,,,,1
649141,15:33:00,15:33:00,155604,7,,,,1
649141,15:37:00,15:37:00,155595,8,,,,1
649141,15:40:00,15:40:00,155600,9,,,,1
649141,15:52:00,15:52:00,156721,10,,,,1
649142,18:05:00,18:05:00,155598,1,,,,1
649142,18:13:00,18:13:00,155650,2,,,,1
649142,18:15:00,18:15:00,156725,3,,,,1
649142,18:19:00,18:19:00,156721,4,,,,1
649142,18:24:00,18:24:00,155601,5,,,,1
649142,18:28:00,18:28:00,155646,6,,,,1
649142,18:33:00,18:33:00,155604,7,,,,1
649142,18:37:00,18:37:00,155595,8,,,,1
649142,18:40:00,18:40:00,155600,9,,,,1
649142,18:52:00,18:52:00,156721,10,,,,1
649143,19:05:00,19:05:00,155598,1,,,,1
649143,19:13:00,19:13:00,155650,2,,,,1
649143,19:15:00,19:15:00,156725,3,,,,1
649143,19:19:00,19:19:00,156721,4,,,,1
649143,19:24:00,19:24:00,155601,5,,,,1
649143,19:28:00,19:28:00,155646,6,,,,1
649143,19:33:00,19:33:00,155604,7,,,,1
649143,19:37:00,19:37:00,155595,8,,,,1
649143,19:40:00,19:40:00,155600,9,,,,1
649143,19:52:00,19:52:00,156721,10,,,,1
649144,20:05:00,20:05:00,155598,1,,,,1
649144,20:13:00,20:13:00,155650,2,,,,1
649144,20:15:00,20:15:00,156725,3,,,,1
649144,20:19:00,20:19:00,156721,4,,,,1
649144,20:24:00,20:24:00,155601,5,,,,1
649144,20:28:00,20:28:00,155646,6,,,,1
649144,20:33:00,20:33:00,155604,7,,,,1
649144,20:37:00,20:37:00,155595,8,,,,1
649144,20:40:00,20:40:00,155600,9,,,,1
649144,20:52:00,20:52:00,156721,10,,,,1
649145,21:05:00,21:05:00,155598,1,,,,1
649145,21:16:00,21:16:00,155650,2,,,,1
649145,21:22:00,21:22:00,156721,3,,,,1
649145,21:27:00,21:27:00,155601,4,,,,1
649145,21:57:00,21:57:00,155584,5,,,,1
649146,21:05:00,21:05:00,155598,1,,,,1
649146,21:16:00,21:16:00,155650,2,,,,1
649146,21:22:00,21:22:00,156721,3,,,,1
649146,21:27:00,21:27:00,155601,4,,,,1
649146,21:57:00,21:57:00,155584,5,,,,1
649147,12:05:00,12:05:00,155598,1,,,,1
649147,12:13:00,12:13:00,155650,2,,,,1
649147,12:15:00,12:15:00,156725,3,,,,1
649147,12:19:00,12:19:00,156721,4,,,,1
649147,12:24:00,12:24:00,155601,5,,,,1
649147,12:28:00,12:28:00,155646,6,,,,1
649147,12:33:00,12:33:00,155604,7,,,,1
649147,12:37:00,12:37:00,155595,8,,,,1
649147,12:40:00,12:40:00,155600,9,,,,1
649147,12:52:00,12:52:00,156721,10,,,,1
649147,13:05:00,13:05:00,155598,11,,,,1
649148,18:05:00,18:05:00,155598,1,,,,1
649148,18:13:00,18:13:00,155650,2,,,,1
649148,18:15:00,18:15:00,156725,3,,,,1
649148,18:19:00,18:19:00,156721,4,,,,1
649148,18:24:00,18:24:00,155601,5,,,,1
649148,18:28:00,18:28:00,155646,6,,,,1
649148,18:33:00,18:33:00,155604,7,,,,1
649148,18:37:00,18:37:00,155595,8,,,,1
649148,18:40:00,18:40:00,155600,9,,,,1
649148,18:52:00,18:52:00,156721,10,,,,1
649148,19:05:00,19:05:00,155598,11,,,,1
649149,16:05:00,16:05:00,155598,1,,,,1
649149,16:13:00,16:13:00,155650,2,,,,1
649149,16:15:00,16:15:00,156725,3,,,,1
649149,16:19:00,16:19:00,156721,4,,,,1
649149,16:24:00,16:24:00,155601,5,,,,1
649149,16:28:00,16:28:00,155646,6,,,,1
649149,16:33:00,16:33:00,155604,7,,,,1
649149,16:37:00,16:37:00,155595,8,,,,1
649149,16:40:00,16:40:00,155600,9,,,,1
649149,16:52:00,16:52:00,156721,10,,,,1
649149,17:05:00,17:05:00,155598,11,,,,1
649150,13:35:00,13:35:00,155598,1,,,,1
649150,13:43:00,13:43:00,155650,2,,,,1
649150,13:45:00,13:45:00,156725,3,,,,1
649150,13:49:00,13:49:00,156721,4,,,,1
649150,13:54:00,13:54:00,155601,5,,,,1
649150,13:58:00,13:58:00,155646,6,,,,1
649151,19:35:00,19:35:00,155598,1,,,,1
649151,19:43:00,19:43:00,155650,2,,,,1
649151,19:45:00,19:45:00,156725,3,,,,1
649151,19:49:00,19:49:00,156721,4,,,,1
649151,19:54:00,19:54:00,155601,5,,,,1
649151,19:58:00,19:58:00,155646,6,,,,1
649152,17:35:00,17:35:00,155598,1,,,,1
649152,17:43:00,17:43:00,155650,2,,,,1
649152,17:45:00,17:45:00,156725,3,,,,1
649152,17:49:00,17:49:00,156721,4,,,,1
649152,17:54:00,17:54:00,155601,5,,,,1
649152,17:58:00,17:58:00,155646,6,,,,1
649197,06:45:00,06:45:00,155563,1,,,,1
649197,07:05:00,07:05:00,155598,2,,,,1
649197,07:12:00,07:12:00,155612,3,,,,1
649197,07:22:00,07:22:00,155595,4,,,,1
649197,07:23:00,07:23:00,155600,5,,,,1
649197,07:24:00,07:24:00,155641,6,,,,1
649197,07:28:00,07:28:00,155604,7,,,,1
649197,07:33:00,07:33:00,155650,8,,,,1
649197,07:38:00,07:38:00,155601,9,,,,1
649197,07:45:00,07:45:00,155646,10,,,,1
649197,07:55:00,07:55:00,155612,11,,,,1
670111,08:05:00,08:05:00,155598,2,,,,1
670111,08:12:00,08:12:00,155612,3,,,,1
670111,08:22:00,08:22:00,155595,4,,,,1
670111,08:23:00,08:23:00,155600,5,,,,1
670111,08:24:00,08:24:00,155641,6,,,,1
670111,08:28:00,08:28:00,155604,7,,,,1
670111,08:33:00,08:33:00,155650,8,,,,1
670111,08:38:00,08:38:00,155601,9,,,,1
670111,08:45:00,08:45:00,155646,10,,,,1
670111,08:55:00,08:55:00,155612,11,,,,1
670113,09:05:00,09:05:00,155598,2,,,,1
670113,09:12:00,09:12:00,155612,3,,,,1
670113,09:22:00,09:22:00,155595,4,,,,1
670113,09:23:00,09:23:00,155600,5,,,,1
670113,09:24:00,09:24:00,155641,6,,,,1
670113,09:28:00,09:28:00,155604,7,,,,1
670113,09:33:00,09:33:00,155650,8,,,,1
670113,09:38:00,09:38:00,155601,9,,,,1
670113,09:45:00,09:45:00,155646,10,,,,1
670113,09:55:00,09:55:00,155612,11,,,,1
670114,10:05:00,10:05:00,155598,2,,,,1
670114,10:12:00,10:12:00,155612,3,,,,1
670114,10:22:00,10:22:00,155595,4,,,,1
670114,10:23:00,10:23:00,155600,5,,,,1
670114,10:24:00,10:24:00,155641,6,,,,1
670114,10:28:00,10:28:00,155604,7,,,,1
670114,10:33:00,10:33:00,155650,8,,,,1
670114,10:38:00,10:38:00,155601,9,,,,1
670114,10:45:00,10:45:00,155646,10,,,,1
670114,10:55:00,10:55:00,155612,11,,,,1
670115,11:05:00,11:05:00,155598,2,,,,1
670115,11:12:00,11:12:00,155612,3,,,,1
670115,11:22:00,11:22:00,155595,4,,,,1
670115,11:23:00,11:23:00,155600,5,,,,1
670115,11:24:00,11:24:00,155641,6,,,,1
670115,11:28:00,11:28:00,155604,7,,,,1
670115,11:33:00,11:33:00,155650,8,,,,1
670115,11:38:00,11:38:00,155601,9,,,,1
670115,11:45:00,11:45:00,155646,10,,,,1
670115,11:55:00,11:55:00,155612,11,,,,1
649194,12:05:00,12:05:00,155598,1,,,,1
649194,12:12:00,12:12:00,155612,2,,,,1
649194,12:22:00,12:22:00,155595,3,,,,1
649194,12:23:00,12:23:00,155600,4,,,,1
649194,12:24:00,12:24:00,155641,5,,,,1
649194,12:28:00,12:28:00,155604,6,,,,1
649194,12:33:00,12:33:00,155650,7,,,,1
649194,12:38:00,12:38:00,155601,8,,,,1
649194,12:45:00,12:45:00,155646,9,,,,1
649194,12:55:00,12:55:00,155612,10,,,,1
649194,13:05:00,13:05:00,155598,11,,,,1
670107,13:35:00,13:35:00,155598,1,,,,1
670107,13:40:00,13:40:00,155612,2,,,,1
670107,13:50:00,13:50:00,155595,3,,,,1
670107,,,155600,4,,,,0
670107,,,155641,5,,,,0
670107,13:54:00,13:54:00,155604,6,,,,1
670108,14:05:00,14:05:00,155598,1,,,,1
670108,14:12:00,14:12:00,155612,2,,,,1
670108,14:22:00,14:22:00,155595,3,,,,1
670108,14:23:00,14:23:00,155600,4,,,,1
670108,14:24:00,14:24:00,155641,5,,,,1
670108,14:28:00,14:28:00,155604,6,,,,1
670108,14:33:00,14:33:00,155650,7,,,,1
670108,14:38:00,14:38:00,155601,8,,,,1
670108,14:45:00,14:45:00,155646,9,,,,1
670108,14:55:00,14:55:00,155612,10,,,,1
670109,15:05:00,15:05:00,155598,1,,,,1
670109,15:12:00,15:12:00,155612,2,,,,1
670109,15:22:00,15:22:00,155595,3,,,,1
670109,15:23:00,15:23:00,155600,4,,,,1
670109,15:24:00,15:24:00,155641,5,,,,1
670109,15:28:00,15:28:00,155604,6,,,,1
670109,15:33:00,15:33:00,155650,7,,,,1
670109,15:38:00,15:38:00,155601,8,,,,1
670109,15:45:00,15:45:00,155646,9,,,,1
670109,15:55:00,15:55:00,155612,10,,,,1
670110,16:05:00,16:05:00,155598,1,,,,1
670110,16:12:00,16:12:00,155612,2,,,,1
670110,16:22:00,16:22:00,155595,3,,,,1
670110,16:23:00,16:23:00,155600,4,,,,1
670110,16:24:00,16:24:00,155641,5,,,,1
670110,16:28:00,16:28:00,155604,6,,,,1
670110,16:33:00,16:33:00,155650,7,,,,1
670110,16:38:00,16:38:00,155601,8,,,,1
670110,16:45:00,16:45:00,155646,9,,,,1
670110,16:55:00,16:55:00,155612,10,,,,1
670141,17:05:00,17:05:00,155598,1,,,,1
670141,17:12:00,17:12:00,155612,2,,,,1
670141,17:22:00,17:22:00,155595,3,,,,1
670141,17:23:00,17:23:00,155600,4,,,,1
670141,17:24:00,17:24:00,155641,5,,,,1
670141,17:28:00,17:28:00,155604,6,,,,1
670141,17:33:00,17:33:00,155650,7,,,,1
670141,17:38:00,17:38:00,155601,8,,,,1
670141,17:45:00,17:45:00,155646,9,,,,1
670141,17:55:00,17:55:00,155612,10,,,,1
670142,18:05:00,18:05:00,155598,1,,,,1
670142,18:12:00,18:12:00,155612,2,,,,1
670142,18:22:00,18:22:00,155595,3,,,,1
670142,18:23:00,18:23:00,155600,4,,,,1
670142,18:24:00,18:24:00,155641,5,,,,1
670142,18:28:00,18:28:00,155604,6,,,,1
670142,18:33:00,18:33:00,155650,7,,,,1
670142,18:38:00,18:38:00,155601,8,,,,1
670142,18:45:00,18:45:00,155646,9,,,,1
670142,18:55:00,18:55:00,155612,10,,,,1
670142,19:05:00,19:05:00,155598,11,,,,1
670143,19:35:00,19:35:00,155598,1,,,,1
670143,19:40:00,19:40:00,155612,2,,,,1
670143,19:50:00,19:50:00,155595,3,,,,1
670143,,,155600,4,,,,0
670143,,,155641,5,,,,0
670143,19:54:00,19:54:00,155604,6,,,,1
670144,20:05:00,20:05:00,155598,1,,,,1
670144,20:12:00,20:12:00,155612,2,,,,1
670144,20:22:00,20:22:00,155595,3,,,,1
670144,20:23:00,20:23:00,155600,4,,,,1
670144,20:24:00,20:24:00,155641,5,,,,1
670144,20:28:00,20:28:00,155604,6,,,,1
670144,20:33:00,20:33:00,155650,7,,,,1
670144,20:38:00,20:38:00,155601,8,,,,1
670144,20:45:00,20:45:00,155646,9,,,,1
670144,20:55:00,20:55:00,155612,10,,,,1
670145,21:05:00,21:05:00,155598,1,,,,1
670145,21:12:00,21:12:00,155612,2,,,,1
670145,,,155595,3,,,,0
670145,,,155600,4,,,,0
670145,,,155641,5,,,,0
670145,,,155604,6,,,,0
670145,,,155650,7,,,,0
670145,,,155601,8,,,,0
670145,,,155646,9,,,,0
670145,,,155612,10,,,,0
670145,,,155598,11,,,,0
670145,21:30:00,21:30:00,155563,12,,,,1
649176,11:45:00,11:45:00,155563,1,,,,1
649176,12:05:00,12:05:00,155598,2,,,,1
649176,12:07:00,12:07:00,155594,3,,,,1
649176,12:12:00,12:12:00,155612,4,,,,1
649176,12:22:00,12:22:00,155595,5,,,,1
649176,12:23:00,12:23:00,155600,6,,,,1
649176,12:24:00,12:24:00,155641,7,,,,1
649176,12:28:00,12:28:00,155604,8,,,,1
649176,12:33:00,12:33:00,155650,9,,,,1
649176,12:38:00,12:38:00,155601,10,,,,1
649176,12:45:00,12:45:00,155646,11,,,,1
649176,12:55:00,12:55:00,155612,12,,,,1
649177,13:05:00,13:05:00,155598,1,,,,1
649177,13:07:00,13:07:00,155594,2,,,,1
649177,13:12:00,13:12:00,155612,3,,,,1
649177,13:22:00,13:22:00,155595,4,,,,1
649177,13:23:00,13:23:00,155600,5,,,,1
649177,13:24:00,13:24:00,155641,6,,,,1
649177,13:28:00,13:28:00,155604,7,,,,1
649177,13:33:00,13:33:00,155650,8,,,,1
649177,13:38:00,13:38:00,155601,9,,,,1
649177,13:45:00,13:45:00,155646,10,,,,1
649177,13:55:00,13:55:00,155612,11,,,,1
671395,14:05:00,14:05:00,155598,1,,,,1
671395,14:07:00,14:07:00,155594,2,,,,1
671395,14:12:00,14:12:00,155612,3,,,,1
671395,14:22:00,14:22:00,155595,4,,,,1
671395,14:23:00,14:23:00,155600,5,,,,1
671395,14:24:00,14:24:00,155641,6,,,,1
671395,14:28:00,14:28:00,155604,7,,,,1
671395,14:33:00,14:33:00,155650,8,,,,1
671395,14:38:00,14:38:00,155601,9,,,,1
671395,14:45:00,14:45:00,155646,10,,,,1
671395,14:55:00,14:55:00,155612,11,,,,1
671396,15:05:00,15:05:00,155598,1,,,,1
671396,15:07:00,15:07:00,155594,2,,,,1
671396,15:12:00,15:12:00,155612,3,,,,1
671396,15:22:00,15:22:00,155595,4,,,,1
671396,15:23:00,15:23:00,155600,5,,,,1
671396,15:24:00,15:24:00,155641,6,,,,1
671396,15:28:00,15:28:00,155604,7,,,,1
671396,15:33:00,15:33:00,155650,8,,,,1
671396,15:38:00,15:38:00,155601,9,,,,1
671396,15:45:00,15:45:00,155646,10,,,,1
671396,15:55:00,15:55:00,155612,11,,,,1
671397,16:05:00,16:05:00,155598,1,,,,1
671397,16:07:00,16:07:00,155594,2,,,,1
671397,16:12:00,16:12:00,155612,3,,,,1
671397,16:22:00,16:22:00,155595,4,,,,1
671397,16:23:00,16:23:00,155600,5,,,,1
671397,16:24:00,16:24:00,155641,6,,,,1
671397,16:28:00,16:28:00,155604,7,,,,1
671397,16:33:00,16:33:00,155650,8,,,,1
671397,16:38:00,16:38:00,155601,9,,,,1
671397,16:45:00,16:45:00,155646,10,,,,1
671397,16:55:00,16:55:00,155612,11,,,,1
671397,17:05:00,17:05:00,155598,12,,,,1
671398,17:35:00,17:35:00,155598,1,,,,1
671398,,,155594,2,,,,0
671398,17:40:00,17:40:00,155612,3,,,,1
671398,17:50:00,17:50:00,155595,4,,,,1
671398,,,155600,5,,,,0
671398,,,155641,6,,,,0
671398,17:54:00,17:54:00,155604,7,,,,1
649178,18:05:00,18:05:00,155598,1,,,,1
649178,18:07:00,18:07:00,155594,2,,,,1
649178,18:12:00,18:12:00,155612,3,,,,1
649178,18:22:00,18:22:00,155595,4,,,,1
649178,18:23:00,18:23:00,155600,5,,,,1
649178,18:24:00,18:24:00,155641,6,,,,1
649178,18:28:00,18:28:00,155604,7,,,,1
649178,18:33:00,18:33:00,155650,8,,,,1
649178,18:38:00,18:38:00,155601,9,,,,1
649178,18:45:00,18:45:00,155646,10,,,,1
649178,18:55:00,18:55:00,155612,11,,,,1
671321,19:05:00,19:05:00,155598,1,,,,1
671321,19:07:00,19:07:00,155594,2,,,,1
